Segment 0,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,Segment 11,Segment 12,Segment 13,Segment 14,Segment 15,Segment 16,Segment 17,Segment 18,Segment 19,Segment 20,Segment 21,Segment 22,Segment 23,Segment 24,Segment 25,Segment 26,Segment 27,Segment 28,Segment 29,Segment 30,Segment 31,Segment 32,Segment 33,Segment 34,Segment 35,Segment 36,Segment 37,Segment 38,Segment 39,Segment 40,Segment 41,Segment 42,Segment 43,Segment 44,Segment 45,Segment 46,Segment 47,Segment 48,Segment 49,Segment 50,Segment 51,Segment 52,Segment 53,Segment 54,Segment 55,Segment 56,Segment 57,Segment 58
1750,2875,2923,2634,1124,1237,1269,1477,964,1333,1269,1879,2650,1429,1140,1493,1140,2264,1750,1975,3967,2842,2858,1044,1831,3645,1172,2377,1526,2216,3196,1477,1847,2393,1959,1124,2409,2361,1590,2393,1558,2441,2023,1847,2072,2072,2104,1654,4095,883,2312,2377,1510,2264,1156,771,1799,2618,996
1734,2810,3003,2585,1124,1220,1349,1542,964,1333,1333,1847,2762,1429,1140,1477,1188,2232,1831,1959,3934,2810,2875,1044,1799,3597,1156,2425,1542,2168,3148,1461,1815,2473,1927,1204,2393,2441,1590,2377,1526,2489,2007,1847,2120,2072,2056,1670,4095,915,2457,2312,1606,2216,1156,771,1879,2746,996
1734,2762,3051,2553,1124,1204,1461,1622,947,1317,1397,1815,2875,1429,1124,1461,1269,2200,1927,1927,3902,2778,2858,1028,1766,3549,1156,2457,1558,2136,3099,1461,1783,2553,1895,1317,2393,2505,1574,2345,1493,2521,1991,1831,2152,2072,2007,1670,4095,947,2602,2264,1702,2184,1156,771,1943,2858,996
1734,2714,3083,2521,1108,1204,1558,1702,947,1317,1493,1783,2987,1429,1124,1429,1349,2184,2007,1911,3854,2746,2842,1028,1734,3501,1140,2457,1590,2088,3051,1445,1750,2618,1879,1445,2377,2585,1574,2329,1461,2569,1975,1815,2200,2088,1975,1670,4095,996,2730,2200,1799,2152,1156,787,2007,2971,996
1734,2666,3099,2489,1108,1188,1670,1783,947,1301,1590,1750,3099,1445,1124,1413,1429,2152,2088,1895,3806,2698,2810,1028,1702,3437,1140,2441,1622,2056,3003,1445,1718,2698,1863,1590,2361,2650,1558,2296,1429,2602,1943,1799,2232,2104,1927,1686,4095,1060,2858,2136,1895,2104,1156,787,2088,3067,996
1734,2602,3115,2457,1108,1172,1783,1863,947,1301,1686,1734,3212,1461,1108,1397,1542,2136,2168,1863,3758,2666,2778,1012,1670,3388,1124,2441,1670,2023,2955,1429,1686,2746,1831,1734,2361,2714,1558,2280,1413,2618,1911,1799,2264,2120,1895,1686,4095,1140,2987,2088,1975,2072,1140,787,2152,3148,996
1734,2537,3115,2425,1108,1156,1895,1927,947,1285,1799,1702,3292,1477,1108,1381,1654,2104,2232,1847,3710,2634,2746,1012,1638,3324,1124,2425,1718,1975,2907,1429,1654,2810,1815,1895,2345,2778,1542,2264,1365,2634,1879,1783,2280,2152,1847,1702,4095,1237,3099,2023,2056,2039,1140,787,2232,3228,996
1734,2473,3115,2393,1092,1156,1991,1991,947,1285,1911,1670,3372,1510,1108,1381,1783,2088,2312,1831,3661,2585,2698,996,1606,3276,1124,2425,1783,1943,2858,1413,1638,2842,1783,2039,2329,2810,1542,2248,1317,2650,1847,1766,2312,2184,1815,1702,4095,1333,3212,1975,2152,1991,1140,787,2296,3276,996
1734,2441,3099,2361,1092,1140,2104,2056,931,1269,2007,1654,3421,1542,1108,1365,1911,2056,2377,1815,3629,2553,2666,996,1574,3212,1124,2409,1831,1911,2794,1413,1606,2858,1766,2200,2296,2842,1526,2216,1269,2666,1831,1766,2329,2232,1766,1718,4095,1445,3308,1943,2232,1959,1140,787,2361,3340,996
1734,2393,3067,2329,1092,1124,2200,2120,931,1269,2120,1622,3485,1574,1092,1349,2039,2039,2425,1799,3581,2521,2618,980,1542,3164,1140,2409,1879,1863,2746,1397,1574,2891,1734,2329,2280,2858,1510,2200,1172,2666,1799,1750,2361,2280,1734,1718,4095,1542,3404,1895,2329,1927,1124,803,2409,3372,996
1734,2345,3019,2312,1092,1124,2280,2168,931,1253,2216,1606,3533,1606,1092,1333,2168,2023,2473,1783,3533,2489,2569,980,1510,3115,1156,2393,1943,1831,2714,1397,1558,2907,1718,2473,2264,2875,1493,2184,1044,2682,1766,1734,2377,2345,1702,1734,4063,1654,3485,1847,2409,1895,1124,803,2473,3404,996
1734,2312,2987,2280,1108,1108,2361,2216,931,1253,2312,1590,3581,1622,1092,1333,2280,1991,2521,1766,3485,2457,2537,964,1477,3051,1188,2377,1991,1799,2666,1381,1542,2907,1686,2602,2248,2875,1477,2168,883,2682,1750,1734,2409,2393,1670,1734,4031,1750,3533,1815,2473,1847,1124,803,2521,3404,996
1718,2280,2939,2248,1140,1092,2409,2264,915,1237,2393,1558,3613,1654,1092,1317,2409,1975,2569,1750,3437,2409,2489,964,1445,3003,1237,2377,2023,1766,2618,1381,1510,2907,1670,2730,2232,2858,1461,2152,707,2682,1718,1734,2441,2457,1638,1750,3983,1847,3581,1766,2553,1815,1124,803,2553,3421,996
1718,2232,2875,2232,1172,1092,2473,2296,915,1237,2393,1542,3645,1670,1092,1301,2521,1959,2618,1734,3388,2377,2441,947,1429,2955,1301,2361,2056,1734,2569,1365,1493,2891,1654,2826,2216,2826,1445,2136,514,2682,1702,1718,2473,2505,1606,1750,3934,1927,3613,1734,2618,1783,1124,819,2585,3421,996
1702,2200,2826,2200,1220,1092,2537,2329,915,1237,2345,1526,3645,1702,1092,1285,2618,1943,2650,1718,3340,2345,2409,947,1397,2907,1381,2345,2088,1702,2521,1365,1461,2858,1638,2923,2200,2794,1413,2104,321,2682,1686,1718,2505,2553,1574,1750,3886,2007,3645,1702,2682,1750,1124,819,2585,3404,996
1686,2168,2794,2168,1301,1092,2602,2361,915,1237,2361,1510,3645,1718,1076,1285,2730,1927,2666,1686,3292,2312,2377,947,1381,2842,1461,2329,2104,1670,2473,1349,1429,2826,1622,3019,2184,2746,1397,2088,161,2682,1686,1702,2553,2714,1542,1766,3822,2072,3661,1670,2730,1718,1124,835,2602,3388,996
1670,2136,2746,2152,1381,1076,2650,2377,915,1253,2393,1510,3629,1734,1076,1269,2810,1895,2682,1670,3244,2280,2329,947,1349,2794,1574,2312,2120,1638,2441,1349,1413,2794,1606,3099,2168,2698,1381,2072,80,2682,1670,1702,2602,2939,1526,1766,3774,2152,3661,1638,2778,1702,1156,867,2585,3372,996
1654,2104,2698,2120,1477,1076,2682,2393,915,1269,2441,1526,3597,1734,1076,1253,2875,1879,2698,1654,3212,2248,2296,947,1333,2746,1686,2296,2136,1606,2409,1333,1381,2746,1606,3196,2152,2634,1365,2056,32,2666,1654,1686,2666,3051,1493,1766,3710,2232,3645,1606,2810,1670,1188,899,2585,3324,996
1622,2072,2666,2104,1558,1060,2714,2393,915,1301,2473,1558,3549,1734,1076,1253,2939,1863,2698,1638,3164,2232,2264,931,1301,2698,1799,2280,2136,1574,2361,1333,1349,2714,1606,3276,2120,2585,1365,2039,16,2666,1638,1670,2714,3115,1461,1766,3645,2312,3613,1574,2826,1638,1237,964,2553,3292,996
1606,2056,2618,2072,1670,1060,2746,2393,915,1349,2521,1590,3501,1718,1076,1237,3019,1847,2682,1622,3115,2200,2232,931,1269,2650,1911,2264,2136,1558,2329,1317,1333,2666,1606,3340,2104,2537,1349,2039,0,2666,1638,1654,2778,3164,1445,1783,3581,2377,3581,1558,2842,1606,1301,1028,2521,3244,996
1590,2023,2585,2056,1783,1060,2746,2377,915,1397,2537,1638,3469,1702,1060,1237,3083,1831,2666,1606,3067,2168,2184,931,1253,2602,2007,2248,2120,1526,2280,1317,1301,2618,1622,3404,2088,2489,1333,2023,0,2666,1622,1638,2826,3196,1413,1783,3501,2441,3517,1542,2842,1590,1381,1108,2489,3180,996
1574,1991,2537,2023,1895,1060,2746,2361,915,1477,2553,1702,3437,1686,1060,1220,3131,1799,2634,1574,3019,2136,2152,915,1220,2553,2104,2216,2088,1493,2248,1317,1285,2585,1622,3437,2072,2457,1333,2007,0,2666,1622,1622,2875,3212,1381,1783,3437,2505,3453,1526,2826,1574,1461,1204,2457,3115,996
1558,1959,2505,1991,2007,1076,2730,2329,915,1542,2569,1766,3404,1670,1076,1220,3180,1783,2602,1558,2971,2104,2120,915,1204,2505,2216,2200,2072,1477,2200,1301,1269,2537,1638,3469,2056,2409,1333,2007,0,2650,1622,1606,2939,3228,1365,1799,3372,2553,3372,1510,2810,1558,1558,1317,2409,3051,996
1526,1927,2457,1975,2136,1108,2714,2296,899,1638,2553,1815,3356,1638,1076,1204,3212,1766,2569,1542,2923,2072,2088,915,1172,2473,2329,2184,2039,1445,2168,1301,1253,2505,1654,3469,2039,2361,1317,1991,0,2650,1622,1590,2987,3228,1333,1799,3292,2602,3308,1510,2778,1526,1750,1445,2377,3003,996
1510,1895,2425,1943,2248,1156,2682,2264,899,1718,2553,1879,3324,1622,1060,1188,3228,1750,2537,1526,2875,2039,2056,899,1156,2425,2425,2152,2007,1429,2120,1285,1220,2457,1670,3469,2023,2312,1317,1991,0,2650,1622,1574,3035,3212,1317,1799,3228,2634,3244,1493,2746,1510,1959,1574,2329,2939,996
1493,1879,2393,1927,2345,1220,2650,2248,899,1799,2521,1959,3276,1606,1060,1188,3244,1734,2505,1510,2826,2023,2023,899,1140,2377,2537,2136,1975,1413,2088,1285,1204,2425,1670,3453,2007,2264,1317,1975,0,2634,1622,1542,3099,3196,1301,1799,3164,2650,3180,1493,2698,1493,2120,1718,2296,2875,996
1477,1847,2361,1911,2441,1301,2618,2216,899,1895,2505,2023,3228,1590,1060,1172,3228,1734,2473,1493,2794,1991,1991,883,1124,2345,2618,2104,1943,1397,2039,1285,1188,2377,1670,3421,1991,2216,1317,1975,0,2618,1622,1526,3148,3164,1285,1799,3099,2650,3115,1493,2650,1477,2280,1847,2264,2826,996
1445,1815,2312,1879,2537,1381,2569,2184,899,1959,2473,2088,3180,1558,1060,1172,3212,1718,2441,1477,2746,1975,1959,883,1108,2296,2714,2088,1927,1365,2007,1285,1172,2345,1670,3388,1975,2168,1317,1959,0,2602,1638,1510,3180,3131,1285,1799,3035,2650,3067,1510,2602,1445,2409,1991,2232,2762,980
1429,1799,2280,1863,2634,1477,2537,2152,899,2023,2441,2152,3148,1542,1060,1156,3180,1702,2409,1461,2698,1943,1927,883,1092,2248,2794,2056,1895,1349,1975,1285,1156,2312,1670,3340,1959,2136,1317,1943,0,2569,1638,1493,3228,3099,1269,1815,2971,2634,3003,1526,2553,1429,2537,2104,2200,2714,980
1397,1766,2248,1831,2698,1574,2489,2120,899,2104,2409,2200,3099,1510,1060,1156,3148,1686,2377,1445,2666,1911,1895,883,1060,2216,2858,2039,1927,1333,1959,1269,1140,2280,1654,3292,1943,2088,1317,1943,0,2553,1654,1477,3276,3067,1269,1815,2923,2618,2955,1558,2521,1397,2666,2232,2168,2650,980
1381,1750,2216,1815,2762,1702,2441,2088,899,2168,2377,2248,3051,1493,1060,1140,3099,1670,2345,1429,2634,1895,1879,883,1044,2168,2923,2007,1991,1301,1927,1269,1124,2232,1638,3244,1927,2039,1317,1927,0,2521,1654,1461,3308,3019,1253,1815,2875,2602,2891,1606,2473,1381,2778,2329,2152,2602,980
1349,1734,2184,1783,2826,1815,2409,2072,915,2248,2345,2280,3019,1477,1060,1140,3067,1654,2312,1413,2585,1863,1847,883,1028,2136,2955,1991,2007,1285,1895,1253,1108,2200,1622,3196,1911,2007,1333,1927,0,2489,1654,1445,3340,2987,1253,1831,2826,2569,2842,1670,2441,1365,2891,2441,2120,2537,980
1317,1702,2152,1766,2875,1943,2377,2039,915,2312,2329,2296,2987,1461,1060,1140,3003,1638,2280,1413,2553,1831,1831,883,1012,2088,2987,1959,1991,1269,1863,1253,1092,2168,1590,3148,1895,1959,1333,1911,0,2441,1654,1445,3356,2955,1237,1831,2778,2521,2778,1718,2409,1333,2987,2521,2088,2489,980
1301,1686,2120,1734,2939,2072,2329,2007,915,2377,2296,2312,2939,1445,1060,1124,2955,1638,2248,1397,2505,1815,1799,883,996,2056,3003,1927,1959,1253,1847,1237,1076,2152,1574,3099,1879,1927,1333,1911,0,2409,1654,1429,3372,2923,1237,1847,2730,2489,2730,1766,2361,1317,3083,2585,2056,2441,980
1285,1670,2088,1718,2971,2184,2296,1991,915,2441,2264,2312,2891,1429,1060,1124,2907,1622,2216,1397,2473,1783,1783,883,980,2023,3019,1911,1927,1237,1815,1237,1060,2120,1542,3067,1863,1895,1333,1895,0,2361,1654,1429,3372,2891,1220,1863,2682,2441,2666,1831,2329,1285,3164,2650,2023,2393,980
1253,1638,2039,1702,3019,2296,2264,1975,915,2505,2232,2296,2842,1413,1060,1108,2858,1606,2200,1397,2425,1750,1750,883,964,1991,3003,1879,1895,1220,1783,1220,1060,2088,1526,3019,1831,1863,1349,1895,0,2296,1654,1413,3388,2842,1220,1895,2634,2409,2618,1911,2296,1269,3244,2730,1975,2361,980
1237,1622,1959,1686,3035,2409,2232,1943,915,2553,2200,2280,2810,1397,1060,1108,2810,1590,2168,1397,2393,1734,1718,883,947,1959,2987,1847,1863,1220,1766,1220,1044,2056,1493,2971,1831,1831,1349,1879,0,2248,1638,1413,3388,2810,1220,1911,2585,2361,2553,1975,2248,1237,3292,2794,1943,2329,980
1204,1606,1927,1670,3051,2505,2200,1927,915,2585,2168,2248,2778,1381,1060,1092,2762,1590,2136,1397,2361,1718,1686,883,947,1927,2971,1831,1831,1204,1734,1204,1028,2023,1477,2939,1815,1766,1349,1879,0,2200,1638,1413,3388,2778,1220,1959,2553,2329,2489,2039,2216,1220,3324,2842,1911,2280,980
1172,1590,1879,1654,3051,2602,2168,1895,931,2618,2136,2216,2730,1365,1060,1092,2714,1574,2104,1397,2312,1686,1654,915,931,1895,2939,1799,1815,1204,1718,1204,1012,1991,1461,2891,1799,1702,1349,1863,0,2152,1654,1413,3372,2746,1220,1991,2505,2296,2441,2088,2184,1204,3356,2891,1879,2248,980
1156,1574,1863,1638,3035,2682,2136,1879,931,2634,2104,2184,2698,1349,1060,1076,2666,1574,2088,1397,2264,1670,1622,947,931,1863,2891,1783,1783,1204,1686,1204,996,1975,1429,2858,1783,1654,1349,1863,16,2104,1670,1413,3356,2714,1220,2039,2457,2248,2377,2136,2152,1188,3388,2939,1847,2216,980
1124,1542,1831,1622,3003,2730,2104,1847,931,2650,2072,2136,2666,1333,1060,1076,2618,1558,2056,1397,2232,1654,1590,996,915,1831,2842,1750,1750,1220,1654,1188,980,1943,1413,2810,1766,1622,1349,1847,48,2056,1702,1413,3340,2666,1220,2088,2409,2216,2312,2184,2120,1172,3388,2971,1815,2184,980
1108,1526,1815,1606,2971,2794,2072,1831,931,2650,2039,2104,2634,1317,1060,1076,2585,1542,2023,1397,2200,1622,1558,1060,899,1799,2794,1750,1734,1237,1638,1188,964,1911,1413,2762,1766,1606,1349,1831,80,2023,1734,1413,3324,2634,1220,2136,2377,2184,2248,2200,2088,1156,3388,2987,1783,2136,980
1092,1510,1799,1590,2923,2858,2039,1799,947,2634,2007,2056,2602,1301,1060,1060,2537,1542,2007,1397,2168,1606,1542,1140,883,1766,2746,1734,1702,1269,1606,1172,964,1895,1397,2730,1750,1590,1349,1831,128,1991,1799,1413,3292,2618,1220,2184,2345,2152,2200,2216,2056,1140,3356,2987,1766,2104,980
1076,1493,1766,1574,2891,2907,2007,1783,947,2618,1975,2007,2569,1301,1060,1060,2489,1526,1975,1397,2120,1590,1510,1253,867,1734,2714,1734,1670,1317,1590,1172,947,1863,1381,2682,1734,1590,1349,1815,177,1975,1863,1413,3260,2585,1220,2232,2312,2120,2152,2232,2039,1124,3324,2971,1734,2088,1012
1060,1493,1750,1558,2842,2955,1975,1766,980,2602,1959,1959,2537,1285,1060,1060,2441,1526,1959,1397,2088,1558,1493,1365,851,1702,2666,1734,1654,1381,1558,1156,931,1847,1365,2634,1718,1590,1349,1799,225,1959,1927,1429,3244,2553,1220,2280,2264,2072,2104,2232,2007,1124,3276,2955,1718,2056,1044
1060,1477,1718,1542,2794,2987,1959,1734,1012,2569,1927,1911,2505,1269,1060,1060,2409,1510,1927,1397,2056,1542,1477,1510,851,1670,2618,1734,1622,1445,1526,1156,931,1815,1333,2602,1718,1590,1349,1799,273,1959,2007,1445,3212,2537,1220,2312,2232,2039,2056,2216,1991,1108,3212,2923,1686,2039,1076
1076,1461,1702,1542,2746,3003,1927,1718,1044,2537,1895,1879,2473,1253,1060,1060,2361,1510,1911,1413,2023,1526,1445,1638,835,1638,2569,1766,1606,1526,1493,1140,915,1799,1317,2553,1702,1590,1365,1783,337,1975,2136,1477,3180,2505,1220,2361,2184,2007,2023,2184,1959,1092,3148,2875,1670,2007,1140
1076,1445,1686,1526,2698,3003,1895,1702,1108,2505,1863,1863,2441,1253,1060,1044,2312,1493,1895,1413,1991,1510,1429,1783,819,1622,2537,1783,1590,1606,1461,1140,915,1766,1301,2521,1702,1606,1365,1783,401,1991,2264,1493,3148,2489,1237,2393,2152,1975,1975,2152,1943,1076,3067,2826,1638,1991,1220
1076,1445,1654,1510,2634,2987,1879,1686,1188,2473,1831,1831,2409,1237,1076,1044,2280,1493,1879,1445,1959,1493,1413,1927,803,1590,2489,1831,1558,1686,1445,1140,915,1750,1285,2473,1686,1622,1381,1783,482,2007,2345,1526,3115,2473,1237,2441,2104,1927,1943,2120,1911,1076,3003,2778,1622,1959,1317
1076,1429,1638,1493,2602,2955,1847,1670,1301,2441,1815,1815,2377,1237,1076,1044,2232,1477,1847,1477,1927,1461,1397,2072,803,1574,2441,1863,1542,1750,1413,1124,899,1718,1269,2441,1686,1622,1413,1766,546,2039,2473,1574,3083,2457,1253,2473,2072,1895,1927,2072,1895,1060,2939,2730,1590,1943,1445
1076,1413,1622,1493,2553,2923,1831,1654,1413,2409,1783,1799,2345,1237,1108,1044,2200,1477,1831,1526,1895,1461,1381,2216,803,1542,2409,1911,1542,1815,1397,1124,899,1686,1253,2409,1686,1622,1445,1766,642,2072,2602,1622,3051,2441,1253,2521,2039,1863,1895,2023,1879,1060,2875,2682,1574,1927,1574
1076,1397,1606,1477,2505,2875,1799,1638,1526,2377,1766,1766,2312,1220,1140,1028,2152,1477,1815,1574,1783,1445,1349,2345,803,1526,2361,1959,1526,1895,1381,1124,899,1670,1237,2377,1670,1622,1493,1750,723,2104,2698,1686,3003,2425,1269,2553,2007,1831,1863,1991,1847,1060,2826,2650,1542,1911,1718
1076,1381,1590,1477,2457,2826,1783,1606,1670,2345,1734,1750,2280,1220,1188,1028,2120,1461,1799,1654,1622,1429,1333,2457,803,1493,2312,2023,1510,1975,1365,1124,899,1638,1220,2329,1670,1622,1542,1750,819,2136,2810,1750,2955,2393,1269,2585,1975,1815,1831,1943,1831,1044,2762,2634,1526,1895,1863
1076,1365,1574,1461,2409,2778,1750,1590,1799,2312,1702,1734,2248,1204,1253,1028,2088,1461,1766,1734,1542,1413,1317,2569,787,1477,2280,2072,1493,2039,1349,1124,915,1606,1220,2296,1670,1622,1606,1734,931,2168,2907,1815,2907,2377,1269,2618,1943,1783,1799,1911,1815,1044,2714,2650,1510,1879,1991
1092,1349,1558,1461,2377,2714,1734,1574,1943,2296,1686,1702,2232,1204,1333,1028,2056,1445,1750,1831,1493,1397,1301,2650,787,1461,2232,2104,1477,2104,1333,1124,947,1590,1204,2264,1654,1622,1654,1734,1044,2200,3019,1895,2858,2361,1285,2650,1927,1750,1766,1863,1799,1044,2666,2650,1477,1863,2136
1124,1333,1542,1445,2329,2666,1702,1558,2056,2264,1654,1686,2200,1188,1445,1028,2023,1445,1734,1943,1461,1381,1285,2746,787,1429,2200,2152,1461,2168,1317,1124,996,1558,1204,2232,1654,1606,1718,1718,1156,2232,3115,1959,2794,2345,1285,2682,1895,1734,1734,1831,1783,1028,2618,2650,1461,1847,2264
1156,1317,1526,1429,2296,2618,1686,1526,2152,2232,1622,1670,2184,1188,1558,1028,1991,1445,1718,2039,1445,1365,1285,2842,787,1413,2168,2200,1445,2232,1301,1124,1060,1526,1188,2184,1638,1574,1783,1718,1269,2248,3228,2023,2746,2329,1285,2698,1879,1702,1702,1799,1766,1028,2569,2634,1429,1831,2377
1220,1317,1510,1429,2248,2553,1654,1510,2280,2216,1606,1638,2168,1172,1686,1028,1959,1429,1702,2120,1413,1349,1269,2923,787,1397,2136,2232,1429,2280,1285,1124,1140,1510,1188,2152,1622,1558,1863,1702,1381,2280,3324,2088,2698,2296,1285,2714,1863,1686,1670,1783,1750,1012,2521,2634,1413,1815,2473
1269,1301,1493,1413,2216,2505,1638,1493,2393,2184,1574,1622,2136,1172,1799,1028,1927,1429,1686,2216,1397,1333,1253,3003,771,1381,2104,2280,1413,2329,1269,1124,1237,1493,1172,2120,1622,1542,1927,1702,1526,2312,3421,2152,2650,2280,1285,2730,1847,1654,1638,1750,1718,1012,2473,2618,1397,1799,2569
1333,1285,1477,1397,2168,2457,1622,1477,2521,2168,1558,1606,2120,1156,1895,1028,1895,1413,1670,2312,1381,1317,1237,3083,771,1365,2072,2312,1381,2296,1253,1124,1333,1461,1172,2088,1606,1526,1991,1702,1670,2345,3517,2200,2602,2264,1285,2730,1831,1638,1606,1734,1702,996,2425,2618,1365,1783,2666
1413,1269,1461,1397,2136,2409,1590,1461,2634,2152,1526,1606,2088,1156,2023,1012,1863,1413,1654,2409,1349,1301,1220,3148,771,1349,2056,2329,1365,2232,1237,1124,1429,1445,1156,2056,1590,1510,2056,1686,1815,2361,3581,2248,2553,2232,1285,2746,1831,1622,1574,1702,1670,996,2377,2618,1349,1766,2746
1510,1253,1445,1381,2104,2377,1574,1445,2746,2136,1510,1590,2072,1156,2136,1012,1831,1413,1654,2489,1333,1301,1220,3196,771,1333,2023,2345,1349,2200,1220,1124,1526,1429,1156,2007,1590,1477,2120,1686,1975,2393,3645,2280,2521,2216,1285,2746,1815,1606,1558,1670,1654,980,2329,2602,1333,1750,2842
1606,1253,1445,1381,2072,2329,1558,1429,2858,2120,1493,1574,2056,1140,2264,1012,1815,1397,1654,2569,1317,1285,1204,3244,771,1317,1991,2361,1333,2184,1204,1124,1654,1397,1140,1975,1590,1445,2184,1686,2136,2409,3677,2312,2489,2184,1285,2746,1815,1574,1526,1638,1622,980,2296,2602,1317,1734,2923
1702,1237,1429,1381,2023,2280,1542,1413,2955,2104,1477,1558,2023,1140,2377,1012,1783,1397,1654,2650,1301,1269,1188,3276,771,1301,1959,2361,1317,2168,1204,1124,1766,1381,1140,1959,1574,1429,2232,1670,2312,2425,3710,2361,2473,2168,1269,2746,1815,1558,1493,1606,1606,980,2264,2585,1301,1718,3003
1799,1220,1413,1381,1991,2232,1526,1397,3051,2088,1461,1542,2007,1140,2489,1012,1750,1397,1670,2714,1285,1269,1172,3276,771,1285,1943,2361,1301,2152,1188,1124,1879,1365,1140,1927,1574,1397,2280,1670,2473,2441,3742,2393,2457,2152,1269,2746,1815,1542,1477,1590,1590,980,2216,2553,1285,1702,3083
1895,1204,1413,1285,1959,2200,1493,1381,3131,2088,1445,1526,1991,1140,2602,1012,1718,1397,1686,2762,1269,1253,1156,3276,771,1285,1911,2361,1285,2120,1188,1124,1991,1349,1140,1895,1574,1381,2329,1670,2650,2457,3742,2409,2457,2120,1285,2730,1815,1526,1445,1558,1574,996,2184,2537,1285,1686,3131
1991,1188,1397,1140,1927,2168,1477,1365,3212,2072,1429,1510,1975,1124,2698,1012,1702,1381,1702,2810,1269,1237,1140,3260,771,1269,1879,2345,1253,2104,1188,1124,2104,1333,1124,1863,1574,1349,2393,1686,2826,2473,3742,2425,2441,2104,1285,2730,1831,1510,1429,1542,1558,1028,2136,2505,1269,1670,3196
2088,1188,1397,1076,1895,2120,1461,1349,3260,2072,1413,1493,1959,1124,2810,1012,1670,1381,1734,2842,1253,1237,1140,3244,787,1253,1863,2329,1237,2072,1172,1124,2216,1301,1124,1847,1558,1333,2457,1702,3003,2473,3726,2441,2441,2088,1285,2714,1831,1477,1397,1526,1558,1076,2120,2473,1253,1654,3228
2168,1188,1381,1060,1879,2072,1445,1333,3292,2056,1397,1477,1959,1108,2907,1012,1654,1381,1766,2875,1237,1220,1124,3196,819,1237,1831,2312,1220,2056,1172,1124,2312,1285,1124,1815,1558,1317,2505,1734,3180,2473,3694,2441,2441,2072,1285,2714,1847,1461,1381,1510,1574,1124,2088,2425,1237,1638,3244
2248,1188,1381,1060,1847,2039,1429,1317,3324,2039,1381,1477,1943,1108,2987,1028,1622,1365,1815,2891,1237,1204,1124,3164,883,1220,1815,2312,1204,2023,1172,1124,2393,1285,1124,1783,1558,1301,2537,1783,3340,2473,3645,2441,2441,2056,1285,2698,1847,1445,1365,1493,1590,1204,2056,2393,1237,1622,3260
2312,1188,1365,1108,1815,2007,1413,1317,3356,2039,1365,1461,1943,1108,3067,1044,1590,1365,1847,2907,1220,1204,1108,3115,947,1204,1799,2296,1188,1991,1156,1124,2489,1269,1108,1750,1542,1285,2553,1831,3485,2473,3597,2425,2441,2023,1285,2714,1863,1429,1349,1477,1622,1301,2039,2345,1220,1606,3260
2377,1188,1349,1156,1783,1959,1397,1301,3372,2023,1349,1445,1943,1108,3131,1076,1574,1365,1879,2923,1204,1188,1108,3051,1044,1204,1766,2280,1172,1959,1140,1124,2553,1253,1108,1718,1542,1269,2537,1895,3661,2473,3549,2393,2441,2007,1285,2730,1863,1413,1333,1461,1670,1397,2023,2312,1204,1606,3228
2441,1204,1349,1253,1750,1927,1381,1285,3372,2023,1333,1445,1879,1092,3180,1108,1542,1365,1911,2923,1188,1188,1092,3003,1156,1204,1734,2264,1156,1943,1140,1156,2618,1237,1108,1702,1526,1253,2521,1959,3838,2473,3501,2377,2441,1991,1301,2746,1863,1381,1333,1445,1718,1493,2007,2280,1204,1590,3212
2505,1237,1333,1349,1734,1895,1365,1285,3356,2023,1317,1429,1783,1092,3228,1172,1526,1365,1943,2939,1188,1172,1076,2939,1285,1188,1718,2248,1140,1911,1124,1188,2666,1237,1092,1670,1526,1237,2489,2007,3967,2473,3437,2345,2441,1975,1301,2746,1879,1365,1317,1429,1766,1606,1991,2232,1188,1590,3164
2569,1285,1333,1477,1702,1863,1349,1269,3340,2007,1317,1429,1766,1092,3260,1253,1510,1365,1975,2939,1172,1156,1076,2891,1429,1172,1686,2232,1124,1895,1108,1253,2698,1220,1092,1638,1526,1204,2441,2072,4031,2473,3372,2312,2441,1943,1301,2730,1879,1349,1317,1413,1815,1702,1975,2184,1188,1574,3131
2618,1333,1317,1590,1670,1831,1333,1253,3308,2007,1301,1413,1766,1092,3292,1333,1477,1365,1991,2955,1172,1156,1060,2826,1558,1172,1670,2216,1124,1879,1108,1317,2730,1204,1092,1622,1510,1188,2393,2136,4063,2473,3324,2280,2425,1927,1301,2730,1879,1333,1317,1397,1863,1799,1959,2136,1172,1574,3067
